	data	usuario	conteudo	retweets	favoritos	local	seguidores	amigos
984489801146621954	2018-04-12 17:53:54	OILSON C. GAIOVICZ	RT @muylaerte: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/…	250	0		1212	4900
984489627259211779	2018-04-12 17:53:12	Jornal Tijucas	Ações do Bradesco caem com possível delação de Palocci envolvendo o banco -  https://t.co/sW9IhJxY4o	0	0		435	1482
984489604295417856	2018-04-12 17:53:07	O LAMBARI DE WALL STREET	RT @InvestingBrasil: Ações do Bradesco caem com possível delação de Palocci envolvendo o banco - https://t.co/iMuHC3uQpz	2	0		1295	442
984489531654197248	2018-04-12 17:52:49	Bradesco	@aleexdhias Oi! Posso te ajudar?	0	0		157207	4633
984488588208467970	2018-04-12 17:49:04	Gordon Gekko Fan	RT @InvestingBrasil: Ações do Bradesco caem com possível delação de Palocci envolvendo o banco - https://t.co/iMuHC3uQpz	2	0		499	815
984488470885388293	2018-04-12 17:48:37	Investing Brasil	Ações do Bradesco caem com possível delação de Palocci envolvendo o banco - https://t.co/iMuHC3uQpz	2	5		4168	174
984488241716920320	2018-04-12 17:47:42	Paulo Nogueira Gama	RT @muylaerte: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/…	250	0		2879	4989
984488055506718720	2018-04-12 17:46:57	ZeroSumGame	"""Juros altos são consequência da concentração bancária""

1. A participação dos 5 maiores bancos foi de 49.5% em 199… https://t.co/MxMypSw4jV"	0	4		626	168
984487947830530048	2018-04-12 17:46:32	Bradesco	@aneeandrade Oi! O que aconteceu?	0	0		157207	4633
984486636481404929	2018-04-12 17:41:19	mands	@Bradesco OLHEM A DM!	0	0		7932	5802
984484794305261568	2018-04-12 17:34:00	Bradesco	@jeffersonfeo Olá. Você conseguiu ser atendido? Qual serviço precisava/precisa?	0	0		157207	4633
984484580374740993	2018-04-12 17:33:09	Niltin	@Bradesco Agora que vocês me aparecem é? Mas obrigado, consegui resolver sim mas estou com algumas dúvidas.	0	0		1726	823
984484039968067585	2018-04-12 17:31:00	Bradesco	@HernandesSP Olá. Você conseguiu ser atendido? Conseguiu cadastrar o token? Se não, me envie o seu telefone com DDD… https://t.co/ZMw5jd87QT	0	0		157207	4633
984483778302283776	2018-04-12 17:29:58	v i v i	Bradesco, aqui estou mais um dia :(	0	0	Place(_api=<tweepy.api.API object at 0x0000022D1C732470>, id='59d7a4f591bf1394', url='https://api.twitter.com/1.1/geo/id/59d7a4f591bf1394.json', place_type='city', name='Campos do Jordão', full_name='Campos do Jordão, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022D1C732470>, type='Polygon', coordinates=[[[-45.676247, -22.7966034], [-45.400146, -22.7966034], [-45.400146, -22.588963], [-45.676247, -22.588963]]]), attributes={})	369	417
984483769594908672	2018-04-12 17:29:56	CORONEL VIRGULINO	RT @muylaerte: Inquérito contra Lindbergh Farias depende de informações do Bradesco e Santander sobre saques na boca do caixa https://t.co/…	250	0		1728	1623
